Timestamp,TimeDelta,AddrMode,DevAddr,PacketInformation,CommandId,Status,Description
22-12-26 17:38:17:545079,0,,,55 00 40 00 02 42 00 00 aa ,ZBHCI_CMD_NODES_JOINED_GET_REQ,,start_idx: 0x0
22-12-26 17:38:19:211130,1.666051,,,55 00 40 00 02 42 00 00 aa ,ZBHCI_CMD_NODES_JOINED_GET_REQ,,start_idx: 0x0
22-12-26 17:38:26:935155,7.724025,0x00,0xcccccccccccccccc,55 01 40 00 0b 49 03 cc cc cc cc cc cc cc cc 01 01 aa ,ZBHCI_CMD_ZCL_ONOFF_ON,,dst_addr_mode: 0x3(ieee) dst_addr:0xcccccccccccccccc src_ep: 0x01 dst_ep: 0x01
22-12-26 17:38:29:175949,2.240794,0x00,0xcccccccccccccccc,55 01 41 00 0b 48 03 cc cc cc cc cc cc cc cc 01 01 aa ,ZBHCI_CMD_ZCL_ONOFF_OFF,,dst_addr_mode: 0x3(ieee) dst_addr:0xcccccccccccccccc src_ep: 0x01 dst_ep: 0x01
22-12-26 17:38:30:401936,1.225987,0x02,0xcccc,55 00 32 00 0c 3e cc cc cc cc cc cc cc cc cc cc 00 00 aa ,ZBHCI_CMD_MGMT_LEAVE_REQ,,ieee_addr: 0xccccccccccccccccrejoin: 0x0children_leave: 0x0
22-12-26 17:38:31:932743,1.530807,,,55 00 40 00 02 42 00 00 aa ,ZBHCI_CMD_NODES_JOINED_GET_REQ,,start_idx: 0x0
