Timestamp,TimeDelta,AddrMode,DevAddr,PacketInformation,CommandId,Status,Description
23-01-03 09:40:31:775324,0,,,55 00 40 00 02 42 00 00 aa ,ZBHCI_CMD_NODES_JOINED_GET_REQ,,start_idx: 0x0
23-01-03 09:40:31:789287,0.013963,,,55 00 40 00 02 42 00 00 aa ,ZBHCI_CMD_NODES_JOINED_GET_REQ,,start_idx: 0x0
23-01-03 09:40:34:665125,2.875838,,,55 00 07 00 01 0d 0b aa ,ZBHCI_CMD_BDB_CHANNEL_SET,,channel: 11
23-01-03 09:40:34:671328,0.006203,,,55 00 07 00 01 0d 0b aa ,ZBHCI_CMD_BDB_CHANNEL_SET,,channel: 11
23-01-03 10:45:54:846218,3920.17489,,,55 00 40 00 02 42 00 00 aa ,ZBHCI_CMD_NODES_JOINED_GET_REQ,,start_idx: 0x0
23-01-03 10:45:54:860345,0.014127,,,55 00 40 00 02 42 00 00 aa ,ZBHCI_CMD_NODES_JOINED_GET_REQ,,start_idx: 0x0
23-01-03 10:46:02:366181,7.505836,,,55 00 07 00 01 11 17 aa ,ZBHCI_CMD_BDB_CHANNEL_SET,,channel: 23
23-01-03 10:46:02:370180,0.003999,,,55 00 07 00 01 11 17 aa ,ZBHCI_CMD_BDB_CHANNEL_SET,,channel: 23
23-01-03 10:46:18:233649,15.863469,0x02,0xfffc,55 00 34 00 04 cd ff fc ff 01 aa ,ZBHCI_CMD_MGMT_PERMIT_JOIN_REQ,,duration: 0xff (s) tc_significance: 0x1
23-01-03 10:46:18:239819,0.00617,0x02,0xfffc,55 00 34 00 04 cd ff fc ff 01 aa ,ZBHCI_CMD_MGMT_PERMIT_JOIN_REQ,,duration: 0xff (s) tc_significance: 0x1
23-01-03 10:46:57:721602,39.481783,,,55 00 01 00 00 01 aa ,ZBHCI_CMD_BDB_COMMISSION_FORMATION,,
23-01-03 10:46:57:726636,0.005034,,,55 00 01 00 00 01 aa ,ZBHCI_CMD_BDB_COMMISSION_FORMATION,,
23-01-03 10:47:04:648498,6.921862,0x02,0xfffc,55 00 34 00 04 cd ff fc ff 01 aa ,ZBHCI_CMD_MGMT_PERMIT_JOIN_REQ,,duration: 0xff (s) tc_significance: 0x1
23-01-03 10:47:04:649465,0.000967,0x02,0xfffc,55 00 34 00 04 cd ff fc ff 01 aa ,ZBHCI_CMD_MGMT_PERMIT_JOIN_REQ,,duration: 0xff (s) tc_significance: 0x1
23-01-03 10:47:22:243123,17.593658,0x02,0xdfdf,55 01 40 00 05 46 02 df df cc cc aa ,ZBHCI_CMD_ZCL_ONOFF_ON,,dst_addr_mode: 0x2(short) dst_addr:0xdfdf src_ep: 0xcc dst_ep: 0xcc
23-01-03 10:47:22:250255,0.007132,0x02,0xdfdf,55 01 40 00 05 46 02 df df cc cc aa ,ZBHCI_CMD_ZCL_ONOFF_ON,,dst_addr_mode: 0x2(short) dst_addr:0xdfdf src_ep: 0xcc dst_ep: 0xcc
23-01-03 10:48:05:658483,43.408228,,,55 00 05 00 00 05 aa ,ZBHCI_CMD_BDB_FACTORY_RESET,,
23-01-03 10:48:05:664489,0.006006,,,55 00 05 00 00 05 aa ,ZBHCI_CMD_BDB_FACTORY_RESET,,
23-01-03 10:48:12:737319,7.07283,,,55 00 08 00 01 08 01 aa ,ZBHCI_CMD_BDB_DONGLE_WORKING_MODE_SET,,working_mode: 1
23-01-03 10:48:12:742355,0.005036,,,55 00 08 00 01 08 01 aa ,ZBHCI_CMD_BDB_DONGLE_WORKING_MODE_SET,,working_mode: 1
23-01-03 10:48:15:395486,2.653131,,,55 00 08 00 01 09 00 aa ,ZBHCI_CMD_BDB_DONGLE_WORKING_MODE_SET,,working_mode: 0
23-01-03 10:48:15:404523,0.009037,,,55 00 08 00 01 09 00 aa ,ZBHCI_CMD_BDB_DONGLE_WORKING_MODE_SET,,working_mode: 0
23-01-03 10:48:19:126466,3.721943,,,55 00 01 00 00 01 aa ,ZBHCI_CMD_BDB_COMMISSION_FORMATION,,
23-01-03 10:48:19:131465,0.004999,,,55 00 01 00 00 01 aa ,ZBHCI_CMD_BDB_COMMISSION_FORMATION,,
23-01-03 10:48:23:585295,4.45383,0x02,0xfffc,55 00 34 00 04 cd ff fc ff 01 aa ,ZBHCI_CMD_MGMT_PERMIT_JOIN_REQ,,duration: 0xff (s) tc_significance: 0x1
23-01-03 10:48:23:590338,0.005043,0x02,0xfffc,55 00 34 00 04 cd ff fc ff 01 aa ,ZBHCI_CMD_MGMT_PERMIT_JOIN_REQ,,duration: 0xff (s) tc_significance: 0x1
23-01-03 11:08:26:549725,1202.959387,,,55 00 40 00 02 42 00 00 aa ,ZBHCI_CMD_NODES_JOINED_GET_REQ,,start_idx: 0x0
23-01-03 11:08:26:556751,0.007026,,,55 00 40 00 02 42 00 00 aa ,ZBHCI_CMD_NODES_JOINED_GET_REQ,,start_idx: 0x0
23-01-03 11:08:34:027248,7.470497,,,55 00 07 00 01 11 17 aa ,ZBHCI_CMD_BDB_CHANNEL_SET,,channel: 23
23-01-03 11:08:34:035247,0.007999,,,55 00 07 00 01 11 17 aa ,ZBHCI_CMD_BDB_CHANNEL_SET,,channel: 23
23-01-03 11:08:38:447928,4.412681,,,55 00 07 00 01 11 17 aa ,ZBHCI_CMD_BDB_CHANNEL_SET,,channel: 23
23-01-03 11:08:38:452930,0.005002,,,55 00 07 00 01 11 17 aa ,ZBHCI_CMD_BDB_CHANNEL_SET,,channel: 23
23-01-03 11:08:38:976624,0.523694,,,55 00 07 00 01 11 17 aa ,ZBHCI_CMD_BDB_CHANNEL_SET,,channel: 23
23-01-03 11:08:38:985654,0.00903,,,55 00 07 00 01 11 17 aa ,ZBHCI_CMD_BDB_CHANNEL_SET,,channel: 23
