Timestamp,TimeDelta,AddrMode,DevAddr,PacketInformation,CommandId,Status,Description
23-01-03 15:21:56:558991,0,,,55 00 40 00 02 42 00 00 aa ,ZBHCI_CMD_NODES_JOINED_GET_REQ,,start_idx: 0x0
23-01-03 15:25:55:781325,239.222334,,,55 00 07 00 01 11 17 aa ,ZBHCI_CMD_BDB_CHANNEL_SET,,channel: 23
23-01-03 15:25:55:789360,0.008035,,,55 80 00 00 04 83 00 07 00 00 aa ,ZBHCI_CMD_ACKNOWLEDGE,ZBHCI_MSG_STATUS_SUCCESS,	msgtype:0x7 status:0x0(ZBHCI_MSG_STATUS_SUCCESS)
23-01-03 15:26:01:997640,6.20828,,,55 00 01 00 00 01 aa ,ZBHCI_CMD_BDB_COMMISSION_FORMATION,,
23-01-03 15:26:09:994509,7.996869,,,55 00 07 00 01 11 17 aa ,ZBHCI_CMD_BDB_CHANNEL_SET,,channel: 23
23-01-03 15:26:25:057295,15.062786,0x02,0xfffc,55 00 34 00 04 cd ff fc ff 01 aa ,ZBHCI_CMD_MGMT_PERMIT_JOIN_REQ,,duration: 0xff (s) tc_significance: 0x1
23-01-03 15:26:25:061327,0.004032,,,55 80 00 00 04 b0 00 34 00 00 aa ,ZBHCI_CMD_ACKNOWLEDGE,ZBHCI_MSG_STATUS_SUCCESS,	msgtype:0x34 status:0x0(ZBHCI_MSG_STATUS_SUCCESS)
23-01-03 15:26:28:115433,3.054106,0x02,0xfffc,55 00 34 00 04 cd ff fc ff 01 aa ,ZBHCI_CMD_MGMT_PERMIT_JOIN_REQ,,duration: 0xff (s) tc_significance: 0x1
23-01-03 15:26:28:129470,0.014037,,,55 80 00 00 04 b0 00 34 00 00 aa ,ZBHCI_CMD_ACKNOWLEDGE,ZBHCI_MSG_STATUS_SUCCESS,	msgtype:0x34 status:0x0(ZBHCI_MSG_STATUS_SUCCESS)
23-01-03 15:26:33:142289,5.012819,0x02,0xfffc,55 00 34 00 04 fe ff fc cc 01 aa ,ZBHCI_CMD_MGMT_PERMIT_JOIN_REQ,,duration: 0xcc (s) tc_significance: 0x1
23-01-03 15:26:33:149325,0.007036,,,55 80 00 00 04 b0 00 34 00 00 aa ,ZBHCI_CMD_ACKNOWLEDGE,ZBHCI_MSG_STATUS_SUCCESS,	msgtype:0x34 status:0x0(ZBHCI_MSG_STATUS_SUCCESS)
23-01-03 15:26:35:127502,1.978177,0x02,0xfffc,55 00 34 00 04 fe ff fc cc 01 aa ,ZBHCI_CMD_MGMT_PERMIT_JOIN_REQ,,duration: 0xcc (s) tc_significance: 0x1
23-01-03 15:26:35:131531,0.004029,,,55 80 00 00 04 b0 00 34 00 00 aa ,ZBHCI_CMD_ACKNOWLEDGE,ZBHCI_MSG_STATUS_SUCCESS,	msgtype:0x34 status:0x0(ZBHCI_MSG_STATUS_SUCCESS)
23-01-03 15:26:35:955192,0.823661,0x02,0xfffc,55 00 34 00 04 fe ff fc cc 01 aa ,ZBHCI_CMD_MGMT_PERMIT_JOIN_REQ,,duration: 0xcc (s) tc_significance: 0x1
23-01-03 15:26:35:964316,0.009124,,,55 80 00 00 04 b0 00 34 00 00 aa ,ZBHCI_CMD_ACKNOWLEDGE,ZBHCI_MSG_STATUS_SUCCESS,	msgtype:0x34 status:0x0(ZBHCI_MSG_STATUS_SUCCESS)
23-01-03 15:30:39:814358,243.850042,,,55 00 01 00 00 01 aa ,ZBHCI_CMD_BDB_COMMISSION_FORMATION,,
23-01-03 15:30:43:415835,3.601477,,,55 00 07 00 01 11 17 aa ,ZBHCI_CMD_BDB_CHANNEL_SET,,channel: 23
23-01-03 15:30:49:532611,6.116776,0x02,0xfffc,55 00 34 00 04 fe ff fc cc 01 aa ,ZBHCI_CMD_MGMT_PERMIT_JOIN_REQ,,duration: 0xcc (s) tc_significance: 0x1
23-01-03 15:30:49:539671,0.00706,,,55 80 00 00 04 b0 00 34 00 00 aa ,ZBHCI_CMD_ACKNOWLEDGE,ZBHCI_MSG_STATUS_SUCCESS,	msgtype:0x34 status:0x0(ZBHCI_MSG_STATUS_SUCCESS)
23-01-03 15:30:54:760489,5.220818,0x02,0xfffc,55 00 34 00 04 32 ff fc 00 01 aa ,ZBHCI_CMD_MGMT_PERMIT_JOIN_REQ,,duration: 0x0 (s) tc_significance: 0x1
23-01-03 15:30:54:769625,0.009136,,,55 80 00 00 04 b0 00 34 00 00 aa ,ZBHCI_CMD_ACKNOWLEDGE,ZBHCI_MSG_STATUS_SUCCESS,	msgtype:0x34 status:0x0(ZBHCI_MSG_STATUS_SUCCESS)
23-01-03 15:31:02:019271,7.249646,0x02,0xfffc,55 00 34 00 04 cd ff fc ff 01 aa ,ZBHCI_CMD_MGMT_PERMIT_JOIN_REQ,,duration: 0xff (s) tc_significance: 0x1
23-01-03 15:31:02:029305,0.010034,,,55 80 00 00 04 b0 00 34 00 00 aa ,ZBHCI_CMD_ACKNOWLEDGE,ZBHCI_MSG_STATUS_SUCCESS,	msgtype:0x34 status:0x0(ZBHCI_MSG_STATUS_SUCCESS)
23-01-03 15:31:41:893005,39.8637,0x02,0xfffc,55 00 34 00 04 32 ff fc 00 01 aa ,ZBHCI_CMD_MGMT_PERMIT_JOIN_REQ,,duration: 0x0 (s) tc_significance: 0x1
23-01-03 15:31:41:904015,0.01101,,,55 80 00 00 04 b0 00 34 00 00 aa ,ZBHCI_CMD_ACKNOWLEDGE,ZBHCI_MSG_STATUS_SUCCESS,	msgtype:0x34 status:0x0(ZBHCI_MSG_STATUS_SUCCESS)
23-01-03 15:31:47:156695,5.25268,0x02,0xfffc,55 00 34 00 04 cd ff fc ff 01 aa ,ZBHCI_CMD_MGMT_PERMIT_JOIN_REQ,,duration: 0xff (s) tc_significance: 0x1
23-01-03 15:31:47:160681,0.003986,,,55 80 00 00 04 b0 00 34 00 00 aa ,ZBHCI_CMD_ACKNOWLEDGE,ZBHCI_MSG_STATUS_SUCCESS,	msgtype:0x34 status:0x0(ZBHCI_MSG_STATUS_SUCCESS)
